,batting_team,bowling_team,city,current_score,balls_left,wickets_left,current_run_rate,last_five_over_runs,final_score
38900,South Africa,Sri Lanka,Colombo,66,64,6,7.071428571428571,27.0,98
13996,Pakistan,Sri Lanka,Colombo,46,80,9,6.9,37.0,175
108,West Indies,India,Lauderhill,85,14,3,4.811320754716981,29.0,95
32400,Bangladesh,Sri Lanka,Colombo,88,45,5,7.04,21.0,155
40667,Australia,India,Melbourne,40,87,8,7.2727272727272725,37.0,131
28592,Australia,New Zealand,Sydney,58,72,7,7.25,29.0,150
12258,India,England,Kolkata,26,88,7,4.875,25.0,120
23383,South Africa,Bangladesh,Mirpur,99,32,6,6.75,34.0,148
8085,England,West Indies,Barbados,116,38,8,8.487804878048781,34.0,165
22641,West Indies,England,Pallekele,138,25,7,8.715789473684211,35.0,179
3699,New Zealand,Sri Lanka,Colombo,117,19,6,6.9504950495049505,32.0,141
31370,Sri Lanka,Bangladesh,Colombo,36,81,6,5.538461538461538,25.0,159
35731,England,South Africa,Barbados,81,61,9,8.23728813559322,33.0,168
8069,England,West Indies,Barbados,99,54,9,9.0,34.0,165
18168,Sri Lanka,New Zealand,Auckland,60,53,4,5.373134328358209,18.0,115
32185,India,South Africa,Durban,154,10,5,8.4,43.0,168
30889,Pakistan,Australia,Abu Dhabi,100,45,9,8.0,47.0,155
15696,Australia,England,Southampton,50,73,7,6.382978723404255,41.0,157
33657,New Zealand,England,Manchester,78,34,5,5.441860465116279,27.0,123
49321,India,Afghanistan,Colombo,88,42,7,6.769230769230769,31.0,159
27118,Sri Lanka,India,Mirpur,62,48,6,5.166666666666667,30.0,138
42969,Pakistan,New Zealand,Mount Maunganui,135,17,6,7.864077669902913,38.0,181
11957,South Africa,New Zealand,Chittagong,117,22,6,7.163265306122449,49.0,170
43975,New Zealand,Sri Lanka,Colombo,163,6,7,8.578947368421053,45.0,170
18157,Sri Lanka,New Zealand,Auckland,52,64,5,5.571428571428571,24.0,115
11647,New Zealand,Sri Lanka,Pallekele,44,83,10,7.135135135135135,41.0,174
32921,England,New Zealand,Auckland,186,20,6,11.16,55.0,214
42692,New Zealand,India,Auckland,108,39,6,8.0,54.0,158
30342,New Zealand,Pakistan,Dubai,131,6,3,6.894736842105263,45.0,144
3627,New Zealand,Sri Lanka,Colombo,28,89,8,5.419354838709677,27.0,141
2972,New Zealand,Bangladesh,Kolkata,52,72,9,6.5,29.0,145
48190,India,West Indies,Lauderhill,84,58,9,8.129032258064516,37.0,167
37431,New Zealand,Australia,Auckland,63,83,8,10.216216216216216,50.0,150
40717,Australia,India,Melbourne,93,38,5,6.804878048780488,35.0,131
40089,England,India,Manchester,91,57,9,8.666666666666666,38.0,159
13527,India,Sri Lanka,Colombo,84,57,8,8.0,46.0,174
26771,New Zealand,South Africa,Hamilton,142,22,7,8.693877551020408,46.0,173
26200,South Africa,India,Johannesburg,26,92,9,5.571428571428571,26.0,126
9061,Australia,West Indies,Mirpur,100,53,6,8.955223880597014,58.0,178
11817,New Zealand,South Africa,Centurion,115,39,6,8.518518518518519,40.0,177
47908,New Zealand,England,Wellington,45,86,9,7.9411764705882355,42.0,196
30210,South Africa,New Zealand,Auckland,170,13,6,9.532710280373832,53.0,185
43290,West Indies,Bangladesh,Mirpur,52,73,10,6.638297872340425,31.0,171
44289,Sri Lanka,India,Colombo,170,0,3,8.5,49.0,170
29101,Pakistan,Australia,Dubai,147,0,4,7.35,42.0,147
26208,South Africa,India,Johannesburg,31,84,8,5.166666666666667,29.0,126
15425,South Africa,England,Cape Town,77,66,9,8.555555555555555,51.0,179
476,England,South Africa,Nottingham,95,20,2,5.7,23.0,111
15820,Pakistan,New Zealand,Christchurch,80,72,10,10.0,52.0,183
35162,South Africa,Australia,Sydney,135,8,4,7.232142857142857,28.0,145
49833,England,South Africa,Johannesburg,140,36,7,10.0,64.0,202
33888,India,Australia,Colombo,76,49,5,6.422535211267606,20.0,140
47917,New Zealand,England,Wellington,56,77,9,7.813953488372093,34.0,196
33185,Pakistan,South Africa,Centurion,147,7,1,7.8053097345132745,35.0,168
47169,England,Australia,Cape Town,42,77,8,5.8604651162790695,30.0,135
7944,England,Pakistan,Dubai,72,57,7,6.857142857142857,37.0,160
44897,England,Australia,Cardiff,170,10,6,9.272727272727273,58.0,182
29719,India,West Indies,Mumbai,170,9,8,9.18918918918919,53.0,192
16096,South Africa,India,Nottingham,82,40,8,6.15,23.0,130
892,Pakistan,New Zealand,Wellington,21,91,7,4.344827586206897,21.0,105
13455,Pakistan,Bangladesh,Mirpur,124,4,4,6.413793103448276,53.0,129
47205,England,Australia,Cape Town,96,43,6,7.48051948051948,47.0,135
568,South Africa,England,Cape Town,78,49,7,6.591549295774648,32.0,191
50418,Sri Lanka,Pakistan,Dubai,79,63,10,8.31578947368421,38.0,211
5336,Australia,Pakistan,Chandigarh,63,73,7,8.042553191489361,42.0,193
494,England,South Africa,Nottingham,107,4,2,5.5344827586206895,19.0,111
41224,West Indies,South Africa,Johannesburg,79,35,5,5.576470588235294,32.0,131
32867,England,New Zealand,Auckland,89,73,9,11.361702127659575,64.0,214
541,South Africa,England,Cape Town,57,76,9,7.7727272727272725,46.0,191
48163,India,West Indies,Lauderhill,53,83,10,8.594594594594595,45.0,167
5372,Australia,Pakistan,Chandigarh,119,39,7,8.814814814814815,50.0,193
42394,Sri Lanka,Pakistan,Colombo,30,88,10,5.625,26.0,139
7469,Pakistan,England,Cardiff,45,53,5,4.029850746268656,22.0,89
10461,New Zealand,India,Hamilton,165,24,7,10.3125,55.0,212
30849,Pakistan,Australia,Abu Dhabi,44,85,9,7.542857142857143,39.0,155
30447,India,Australia,Melbourne,63,25,1,3.9789473684210526,15.0,74
20631,New Zealand,India,Johannesburg,89,51,7,7.739130434782608,39.0,190
8103,England,West Indies,Barbados,129,20,6,7.74,27.0,165
20295,New Zealand,Bangladesh,Mount Maunganui,142,21,7,8.606060606060606,67.0,194
403,England,South Africa,Nottingham,25,90,8,5.0,25.0,111
4082,Pakistan,India,Mirpur,104,14,5,5.886792452830188,22.0,130
41558,Pakistan,England,Manchester,97,56,9,9.09375,49.0,195
20487,West Indies,Sri Lanka,Pallekele,38,72,8,4.75,26.0,129
3933,India,West Indies,Trinidad,82,37,6,5.927710843373494,25.0,159
33738,New Zealand,Pakistan,Hamilton,54,79,9,7.902439024390244,42.0,185
38567,England,Sri Lanka,Delhi,116,23,7,7.175257731958763,42.0,171
33416,South Africa,New Zealand,Auckland,132,31,4,8.898876404494382,54.0,165
6744,Australia,England,Sydney,152,38,6,11.121951219512194,49.0,221
49363,India,Afghanistan,Colombo,148,3,5,7.589743589743589,37.0,159
5579,Pakistan,Sri Lanka,Lahore,47,83,10,7.621621621621622,39.0,180
36031,Australia,India,Melbourne,115,13,3,6.4485981308411215,42.0,132
38628,Pakistan,New Zealand,Abu Dhabi,30,86,8,5.294117647058823,25.0,148
10158,India,Sri Lanka,Pallekele,53,80,9,7.95,45.0,155
7367,Australia,England,Adelaide,108,34,8,7.534883720930233,24.0,157
9420,Bangladesh,Australia,Mirpur,53,70,8,6.36,41.0,153
41310,West Indies,England,London,37,73,8,4.723404255319149,23.0,113
2158,India,Australia,Durban,161,12,6,8.944444444444445,65.0,188
29910,New Zealand,Bangladesh,Mount Maunganui,76,65,7,8.290909090909091,35.0,195
594,South Africa,England,Cape Town,129,23,7,7.979381443298969,57.0,191
28655,Australia,New Zealand,Sydney,135,9,5,7.297297297297297,43.0,150
43399,Pakistan,New Zealand,Pallekele,47,87,10,8.545454545454545,46.0,177
19201,Pakistan,South Africa,Nottingham,145,5,6,7.565217391304348,32.0,149
49439,England,West Indies,London,97,50,8,8.314285714285715,43.0,161
45209,New Zealand,India,Wellington,85,72,10,10.625,51.0,219
48285,West Indies,Bangladesh,Johannesburg,29,87,9,5.2727272727272725,29.0,164
21217,Sri Lanka,Pakistan,Colombo,60,73,8,7.659574468085107,35.0,172
28635,Australia,New Zealand,Sydney,106,29,6,6.989010989010989,38.0,150
33028,Pakistan,South Africa,Abu Dhabi,72,37,5,5.204819277108434,24.0,120
28353,Sri Lanka,India,Mumbai,59,64,6,6.321428571428571,34.0,135
29276,West Indies,India,Mirpur,38,73,9,4.851063829787234,33.0,129
1186,Australia,India,Chandigarh,100,42,6,7.6923076923076925,27.0,160
6408,South Africa,India,Johannesburg,187,9,7,10.108108108108109,65.0,219
43790,India,England,Nagpur,57,68,8,6.576923076923077,27.0,144
46306,West Indies,England,London,56,74,9,7.304347826086956,36.0,125
5757,Pakistan,England,Cardiff,109,45,8,8.72,61.0,173
22967,Bangladesh,Australia,Cape Town,44,72,9,5.5,27.0,123
34463,Australia,Pakistan,Dubai,30,90,8,6.0,29.0,89
34348,India,South Africa,Cape Town,59,80,9,8.85,37.0,172
18923,Pakistan,South Africa,Dubai,62,36,5,4.428571428571429,24.0,98
30523,Bangladesh,New Zealand,Hamilton,53,54,5,4.818181818181818,14.0,78
14169,Pakistan,South Africa,St Lucia,104,34,6,7.255813953488372,56.0,148
31374,Sri Lanka,Bangladesh,Colombo,38,77,6,5.3023255813953485,18.0,159
35740,England,South Africa,Barbados,98,52,8,8.647058823529411,32.0,168
34861,England,South Africa,Cardiff,79,65,9,8.618181818181819,43.0,181
22142,New Zealand,India,Nagpur,91,23,5,5.628865979381444,28.0,126
45111,West Indies,Pakistan,Barbados,52,47,4,4.273972602739726,14.0,111
42910,Pakistan,New Zealand,Mount Maunganui,55,75,9,7.333333333333333,38.0,181
50395,Sri Lanka,Pakistan,Dubai,51,86,10,9.0,40.0,211
43543,England,Sri Lanka,Colombo,73,68,7,8.423076923076923,28.0,187
31358,Sri Lanka,Bangladesh,Colombo,25,91,8,5.172413793103448,25.0,159
7584,New Zealand,Sri Lanka,Pallekele,66,53,6,5.91044776119403,23.0,142
35493,New Zealand,South Africa,Durban,99,50,9,8.485714285714286,37.0,151
37078,West Indies,Sri Lanka,Colombo,65,79,8,9.512195121951219,56.0,162
49946,Pakistan,England,Dubai,79,45,5,6.32,17.0,144
28777,Sri Lanka,West Indies,London,48,77,10,6.6976744186046515,41.0,158
17465,New Zealand,Sri Lanka,Lauderhill,68,33,2,4.689655172413793,22.0,81
11798,New Zealand,South Africa,Centurion,92,57,8,8.761904761904763,39.0,177
11235,Sri Lanka,Pakistan,London,148,2,4,7.52542372881356,30.0,150
50447,Sri Lanka,Pakistan,Dubai,133,36,9,9.5,58.0,211
43353,West Indies,Bangladesh,Mirpur,151,11,7,8.311926605504587,48.0,171
3135,Bangladesh,Sri Lanka,Mirpur,97,30,7,6.466666666666667,40.0,147
7195,Bangladesh,Pakistan,Cape Town,51,83,9,8.27027027027027,37.0,140
42730,New Zealand,India,Auckland,152,5,5,7.930434782608696,37.0,158
44601,Sri Lanka,Australia,Melbourne,63,56,7,5.90625,28.0,161
25726,Australia,Pakistan,Dubai,61,76,7,8.318181818181818,40.0,108
46246,West Indies,Pakistan,Mirpur,126,12,5,7.0,48.0,166
19072,New Zealand,India,Auckland,120,11,6,6.605504587155964,32.0,132
1504,England,Australia,Southampton,85,64,8,9.107142857142858,48.0,179
16605,Australia,West Indies,London,121,23,5,7.484536082474227,40.0,169
47818,Sri Lanka,Australia,Pallekele,97,52,7,8.558823529411764,41.0,157
21147,New Zealand,England,Wellington,103,22,5,6.3061224489795915,29.0,139
6609,South Africa,New Zealand,Barbados,74,51,8,6.434782608695652,25.0,170
31788,Bangladesh,West Indies,St Kitts,115,37,5,8.313253012048193,34.0,143
14660,Bangladesh,South Africa,Cape Town,105,39,4,7.777777777777778,20.0,144
31402,Sri Lanka,Bangladesh,Colombo,67,50,5,5.742857142857143,31.0,159
46962,Pakistan,Bangladesh,Mirpur,86,41,7,6.531645569620253,37.0,141
41095,Pakistan,South Africa,Centurion,147,40,8,11.025,67.0,195
27736,South Africa,Sri Lanka,Johannesburg,77,56,9,7.21875,40.0,198
48105,South Africa,West Indies,London,162,15,5,9.257142857142858,52.0,183
5230,Australia,India,Barbados,98,57,10,9.333333333333334,46.0,184
29291,West Indies,India,Mirpur,47,58,9,4.548387096774194,28.0,129
14481,Australia,India,Sydney,42,89,10,8.129032258064516,40.0,164
5024,South Africa,Afghanistan,Mumbai,154,21,7,9.333333333333334,57.0,209
30205,South Africa,New Zealand,Auckland,157,18,6,9.235294117647058,50.0,185
6354,South Africa,India,Johannesburg,80,63,9,8.421052631578947,39.0,219
18260,Sri Lanka,Pakistan,Lahore,69,75,10,9.2,45.0,165
37463,New Zealand,Australia,Auckland,97,51,4,8.434782608695652,32.0,150
48839,Australia,India,Mumbai,121,22,6,7.408163265306122,32.0,166
50045,Sri Lanka,New Zealand,Chittagong,50,68,7,5.769230769230769,21.0,119
23519,England,Afghanistan,Delhi,96,21,3,5.818181818181818,31.0,142
22125,New Zealand,India,Nagpur,77,39,6,5.703703703703703,28.0,126
9216,India,Bangladesh,Nagpur,137,25,7,8.652631578947368,50.0,174
3288,Sri Lanka,India,Nagpur,75,68,9,8.653846153846153,58.0,215
49235,Pakistan,Bangladesh,Mirpur,129,2,3,6.559322033898305,24.0,135
7714,West Indies,Australia,St Lucia,77,46,5,6.243243243243243,25.0,105
32883,England,New Zealand,Auckland,111,57,7,10.571428571428571,60.0,214
18803,India,Australia,Mirpur,104,28,6,6.782608695652174,40.0,159
30534,Bangladesh,New Zealand,Hamilton,58,43,4,4.51948051948052,15.0,78
10284,Sri Lanka,New Zealand,Nottingham,56,77,8,7.813953488372093,41.0,158
41709,India,Australia,Adelaide,119,34,8,8.30232558139535,43.0,188
41696,India,Australia,Adelaide,99,46,8,8.027027027027026,39.0,188
45229,New Zealand,India,Wellington,115,52,9,10.147058823529411,48.0,219
37492,New Zealand,Australia,Auckland,121,22,2,7.408163265306122,26.0,150
21447,India,England,Durban,30,94,10,6.923076923076923,30.0,218
25529,Pakistan,New Zealand,Hamilton,65,56,8,6.09375,33.0,168
28709,Australia,West Indies,Barbados,61,79,9,8.926829268292684,43.0,97
25535,Pakistan,New Zealand,Hamilton,72,51,7,6.260869565217392,37.0,168
32662,Sri Lanka,Pakistan,Dubai,88,33,6,6.068965517241379,27.0,145
29651,India,West Indies,Mumbai,63,74,9,8.217391304347826,49.0,192
8845,Sri Lanka,India,Chandigarh,167,23,4,10.329896907216495,41.0,206
48052,South Africa,West Indies,London,75,68,9,8.653846153846153,44.0,183
19173,Pakistan,South Africa,Nottingham,114,33,7,7.862068965517241,47.0,149
38322,England,West Indies,Barbados,54,62,7,5.586206896551724,28.0,152
37154,West Indies,Sri Lanka,Colombo,152,5,4,7.930434782608696,32.0,162
21577,Sri Lanka,England,Pallekele,35,92,9,7.5,35.0,169
10924,New Zealand,Pakistan,Dubai,72,54,7,6.545454545454546,22.0,153
26715,New Zealand,South Africa,Hamilton,58,75,9,7.733333333333333,35.0,173
7713,West Indies,Australia,St Lucia,77,47,5,6.328767123287672,26.0,105
12274,India,England,Kolkata,54,72,7,6.75,42.0,120
36505,Australia,Sri Lanka,Adelaide,133,32,8,9.068181818181818,41.0,187
6863,Pakistan,England,Manchester,117,41,8,8.886075949367088,47.0,190
1476,England,Australia,Southampton,39,90,9,7.8,38.0,179
23484,England,Afghanistan,Delhi,64,54,4,5.818181818181818,21.0,142
17207,Pakistan,Sri Lanka,Johannesburg,118,39,7,8.74074074074074,63.0,189
34593,Pakistan,India,Colombo,42,83,8,6.8108108108108105,25.0,128
10398,New Zealand,India,Hamilton,57,87,10,10.363636363636363,47.0,212
30032,Australia,South Africa,Adelaide,55,66,7,6.111111111111111,22.0,144
26118,South Africa,Pakistan,Colombo,59,50,7,5.057142857142857,30.0,133
32561,West Indies,India,Kolkata,92,10,2,5.0181818181818185,36.0,109
48688,West Indies,England,Barbados,87,52,9,7.676470588235294,30.0,170
14748,West Indies,Pakistan,Trinidad,52,70,8,6.24,25.0,124
9350,England,New Zealand,Hamilton,154,17,6,8.970873786407767,37.0,194
22463,Australia,Sri Lanka,Adelaide,61,79,10,8.926829268292684,41.0,233
32374,Bangladesh,Sri Lanka,Colombo,70,71,7,8.571428571428571,40.0,155
9114,Australia,West Indies,Mirpur,171,3,3,8.76923076923077,47.0,178
16608,Australia,West Indies,London,128,20,5,7.68,45.0,169
12928,West Indies,New Zealand,Auckland,79,36,5,5.642857142857143,35.0,126
1798,England,Australia,Melbourne,105,17,3,6.116504854368932,18.0,130
37841,Pakistan,England,Barbados,86,47,6,7.068493150684931,30.0,147
4083,Pakistan,India,Mirpur,104,13,5,5.831775700934579,21.0,130
26996,South Africa,Pakistan,Johannesburg,93,42,8,7.153846153846154,38.0,188
2639,New Zealand,Australia,Auckland,200,25,8,12.631578947368421,67.0,243
14032,Pakistan,Sri Lanka,Colombo,88,44,7,6.947368421052632,35.0,175
35830,India,England,Cardiff,31,85,7,5.314285714285714,30.0,148
42955,Pakistan,New Zealand,Mount Maunganui,117,30,7,7.8,45.0,181
34882,England,South Africa,Cardiff,121,44,8,9.552631578947368,57.0,181
45645,Australia,Sri Lanka,Pallekele,221,16,8,12.75,78.0,263
26169,South Africa,Pakistan,Colombo,133,0,4,6.65,50.0,133
11104,Afghanistan,Sri Lanka,Kolkata,151,1,3,7.61344537815126,57.0,153
8092,England,West Indies,Barbados,118,31,8,7.955056179775281,22.0,165
27756,South Africa,Sri Lanka,Johannesburg,116,36,9,8.285714285714286,56.0,198
21784,West Indies,New Zealand,Lauderhill,156,18,8,9.176470588235293,58.0,209
41343,West Indies,England,London,59,40,7,4.425,17.0,113
22912,New Zealand,West Indies,Auckland,152,2,3,7.728813559322034,42.0,155
17466,New Zealand,Sri Lanka,Lauderhill,69,32,2,4.704545454545454,19.0,81
42972,Pakistan,New Zealand,Mount Maunganui,144,15,6,8.228571428571428,44.0,181
16577,Australia,West Indies,London,82,49,6,6.929577464788732,43.0,169
31759,Bangladesh,West Indies,St Kitts,85,65,6,9.272727272727273,47.0,143
38347,England,West Indies,Barbados,102,37,6,7.373493975903615,54.0,152
14042,Pakistan,Sri Lanka,Colombo,105,34,7,7.325581395348837,38.0,175
7969,England,Pakistan,Dubai,99,32,6,6.75,34.0,160
45848,South Africa,Pakistan,Johannesburg,83,60,8,8.3,29.0,153
20981,Afghanistan,India,St Lucia,40,66,7,4.444444444444445,18.0,115
39313,England,Australia,Melbourne,121,11,5,6.660550458715596,38.0,137
36980,South Africa,England,Cape Town,83,51,7,7.217391304347826,35.0,154
33768,New Zealand,Pakistan,Hamilton,93,49,8,7.859154929577465,39.0,185
29533,South Africa,New Zealand,London,50,70,9,6.0,26.0,128
45851,South Africa,Pakistan,Johannesburg,85,57,8,8.095238095238095,26.0,153
32105,India,South Africa,Durban,50,89,9,9.67741935483871,49.0,168
9033,Australia,West Indies,Mirpur,44,81,7,6.769230769230769,29.0,178
23204,Bangladesh,Pakistan,Lahore,35,86,10,6.176470588235294,35.0,141
38235,England,India,London,113,24,7,7.0625,38.0,153
19561,New Zealand,West Indies,Mount Maunganui,212,11,7,11.669724770642201,55.0,243
38811,Sri Lanka,England,Chittagong,137,27,9,8.838709677419354,56.0,189
3311,Sri Lanka,India,Nagpur,117,45,8,9.36,59.0,215
1046,Pakistan,New Zealand,Hamilton,71,57,6,6.761904761904762,38.0,163
29026,Pakistan,Australia,Dubai,59,74,9,7.695652173913044,37.0,147
12682,New Zealand,England,Delhi,112,35,7,7.905882352941177,28.0,153
9549,England,Pakistan,Abu Dhabi,55,67,8,6.226415094339623,28.0,129
22974,Bangladesh,Australia,Cape Town,57,65,9,6.218181818181818,33.0,123
32019,England,New Zealand,Manchester,96,52,7,8.470588235294118,33.0,191
38119,Bangladesh,West Indies,Lauderhill,147,17,6,8.563106796116505,61.0,171
30776,England,West Indies,Mumbai,114,37,8,8.240963855421686,40.0,182
3840,Sri Lanka,Bangladesh,Pallekele,190,5,5,9.91304347826087,70.0,198
34739,New Zealand,England,London,104,60,9,10.4,51.0,201
32497,West Indies,India,Kolkata,43,72,7,5.375,21.0,109
36410,Pakistan,West Indies,Dubai,155,3,6,7.948717948717949,49.0,160
25747,Australia,Pakistan,Dubai,75,55,5,6.923076923076923,25.0,108
23081,Australia,South Africa,Johannesburg,27,86,8,4.764705882352941,24.0,147
11840,New Zealand,South Africa,Centurion,150,17,5,8.737864077669903,41.0,177
18693,England,New Zealand,Auckland,165,13,3,9.25233644859813,48.0,184
44487,England,West Indies,Trinidad,87,49,6,7.352112676056338,32.0,121
7488,Pakistan,England,Cardiff,56,34,4,3.9069767441860463,21.0,89
19868,West Indies,South Africa,Johannesburg,78,71,10,9.551020408163266,49.0,205
13891,Bangladesh,Sri Lanka,Colombo,100,61,8,10.169491525423728,44.0,176
49110,Sri Lanka,India,Colombo,171,2,6,8.694915254237289,50.0,171
21163,New Zealand,England,Wellington,129,6,4,6.7894736842105265,34.0,139
16200,Australia,South Africa,Melbourne,104,58,8,10.064516129032258,37.0,182
14626,Bangladesh,South Africa,Cape Town,78,71,5,9.551020408163266,33.0,144
37699,England,Pakistan,Dubai,59,63,9,6.2105263157894735,38.0,148
24446,Sri Lanka,New Zealand,Auckland,106,22,2,6.489795918367347,37.0,142
17332,India,New Zealand,Wellington,101,40,4,7.575,27.0,165
23223,Bangladesh,Pakistan,Lahore,55,67,10,6.226415094339623,29.0,141
49063,Sri Lanka,India,Colombo,96,45,8,7.68,31.0,171
20803,South Africa,New Zealand,Wellington,147,0,4,7.35,46.0,147
1974,New Zealand,South Africa,Durban,27,84,7,4.5,21.0,86
44100,India,England,Colombo,77,62,9,7.9655172413793105,37.0,170
18927,Pakistan,South Africa,Dubai,70,32,5,4.7727272727272725,29.0,98
30561,Bangladesh,New Zealand,Hamilton,78,16,1,4.5,21.0,78
22397,India,South Africa,Johannesburg,169,20,6,10.14,41.0,203
21283,Sri Lanka,Pakistan,Colombo,155,9,4,8.378378378378379,50.0,172
4243,Sri Lanka,England,St Lucia,47,67,7,5.320754716981132,22.0,128
13513,India,Sri Lanka,Colombo,64,70,8,7.68,49.0,174
